CAGR,MDD,SharpeRatio,SortinoRatio,WinRate,TotalReturn,Volatility,MaxDrawdown,Skewness,Kurtosis,Turnover,TotalDays,IC,Factor,RebalancingFrequency
0.21145376362991897,-0.506097504445681,1.239986495000641,0.007302972563899802,0.547976011994003,1.7605609366106427,0.43341810763978256,-0.506097504445681,0.25607352862109833,4.141896501419021,2.0,1334,-0.007632227941090019,alpha001,weekly
0.8141549673053721,-0.4718060332224455,2.2150727666573244,0.012668926798515199,0.5806451612903226,22.350993521111498,0.42321291975850694,-0.4718060332224455,0.22945022908041995,5.356315142991303,2.0,1333,0.00047762227336588936,alpha002,weekly
0.969349051598621,-0.40828945824349505,2.398839332510023,0.014058100539272513,0.5723930982745686,35.04737444928231,0.42528920420757005,-0.40828945824349505,0.4895130755314592,6.576084219128687,2.0,1333,0.001124858241858785,alpha003,weekly
1.472218186515252,-0.4650743031279987,3.0150289218450084,0.017662277135045017,0.5997920997920998,30.66600300041438,0.4121848917390178,-0.4650743031279987,0.5443498897659951,7.354542248040611,2.0,962,0.007150378076389192,alpha004,weekly
-0.5537787700019143,-0.9898499228339307,-0.9944218812419521,-0.005304471087298173,0.4782608695652174,-0.9860414183405353,0.45275100104239296,-0.9898499228339307,-0.20058955690535857,5.095781397374656,2.0,1334,-0.029039096591741472,alpha005,weekly
0.9137699261927719,-0.44851232791419626,2.321413669654406,0.013170066812905015,0.5813953488372093,29.981836639270114,0.427736745815706,-0.44851232791419626,0.21044704896173153,5.03563701089271,2.0,1333,0.0019078332326097187,alpha006,weekly
67.78667902443885,-0.7547712182015911,4.331413658465698,0.018792286292522192,0.6145454545454545,100.20758739197476,1.2456991713756789,-0.7547712182015911,-1.2177431306603583,15.62526021975377,2.0,275,-0.0019746630918184085,alpha007,weekly
0.6087044729779294,-0.394742661956626,1.782701265470385,0.010319584685075284,0.5645645645645646,11.341688098859818,0.46933772052534317,-0.394742661956626,0.6989947365261023,9.288669809085889,2.0,1332,0.00685054914974419,alpha008,weekly
1.0485881603441052,-0.4154746413781094,2.1733352505095165,0.012424681537606076,0.5850187265917604,43.665081512457874,0.5045337268687927,-0.4154746413781094,0.35733656967045596,6.23976909051043,2.0,1335,0.0029889682520568054,alpha009,weekly
0.8443208183479034,-0.42732577498206387,1.9641931141987716,0.011018208701430571,0.5767790262172284,24.60355905565211,0.5048347527782651,-0.42732577498206387,0.30604515560494816,6.938551577404249,2.0,1335,0.0010767720264997609,alpha010,weekly
-0.11279687506736946,-0.8157982457931168,0.524355368012756,0.0028687599138829244,0.5333333333333333,-0.4695481265345134,0.42532021108724316,-0.8157982457931168,-0.018642981369540842,5.247527837752314,2.0,1335,-0.015537250067079622,alpha011,weekly
0.7787563980076457,-0.4939097274949545,1.9645093376137222,0.011388018547332745,0.5625468164794007,20.135951474644774,0.48008816015876704,-0.4939097274949545,0.2804402919405907,4.74808258384696,2.0,1335,-0.00031586627384293486,alpha012,weekly
0.6206353592357692,-0.4037636304225191,1.9080969932892269,0.01082619362265027,0.5558052434456929,11.907225367665456,0.4347832956578521,-0.4037636304225191,0.09156120141146314,4.701322286757327,2.0,1335,0.0031413438676420906,alpha013,weekly
0.6337629587230198,-0.4371244178561212,1.9470065156527292,0.010948881829792562,0.5761440360090022,12.41845057452036,0.4285894410472293,-0.4371244178561212,0.4835093443525055,8.264025040376499,2.0,1333,0.0012589837203101895,alpha014,weekly
0.9461765465104255,-0.372139492259088,2.3418388113971624,0.013329517968142154,0.5947565543071162,33.03904084132766,0.43200977123218853,-0.372139492259088,0.17122819830589955,5.535385322931759,2.0,1335,0.00409877287963472,alpha015,weekly
0.6612543561126625,-0.3859618476398096,1.9688879143849574,0.011152151236708865,0.5685393258426966,13.715894160751493,0.43367944711264605,-0.3859618476398096,0.12821436499431918,4.876080741240293,2.0,1335,0.007314009145885271,alpha016,weekly
0.5960455563629437,-0.4470323974657299,1.790400340766937,0.009363510585760385,0.5740045078888054,10.814997110127324,0.4617553637565242,-0.4470323974657299,-0.003422433922493252,7.840797481866847,2.0,1331,0.002383288701512352,alpha017,weekly
0.8677543458872554,-0.3834905342251727,2.125684658992439,0.01153280043900512,0.5737827715355805,26.374658198114147,0.4632401735168202,-0.3834905342251727,0.07877025801712809,7.160387475567063,2.0,1335,0.013068328159774536,alpha018,weekly
0.8388561541810877,-0.4429150418691143,2.196650607932713,0.011880120351031646,0.5934579439252337,21.280955559051048,0.43568951421631996,-0.4429150418691143,-0.2366188892540752,2.911531049225294,2.0,1284,0.008285741733315189,alpha019,weekly
0.964648537003755,-0.3964100162924205,2.324156208506409,0.013471060227517468,0.5767790262172284,34.78586417890745,0.44078297727613264,-0.3964100162924205,0.4741784268822119,5.952019840689818,2.0,1335,0.00813257811180945,alpha020,weekly
0.5222905171313066,-0.18091802670442717,1.551008762773285,0.009156773982656517,0.5490196078431373,0.08876468661615111,0.5194509604061294,-0.18091802670442717,-0.3380672363995235,-0.17373033132867155,2.0,51,-0.0035330042549874706,alpha021,weekly
0.4860862652828817,-0.3392354865187153,1.694579647327048,0.009838540008964648,0.5649887302779865,7.10387664738167,0.4392793148495489,-0.3392354865187153,0.31053577803633153,4.860566602851963,2.0,1331,0.0029891807809669852,alpha022,weekly
0.6954619746601989,-0.3499413782796703,2.0618618931025385,0.012529355352841788,0.5625942684766214,15.08762384303138,0.42085421976673903,-0.3499413782796703,0.9269375689893722,12.446073251676577,2.0,1326,0.0052966440965340755,alpha023,weekly
