# Performance Metrics for alpha092
# CAGR: 0.200306
# SharpeRatio: 1.039151
# SortinoRatio: 0.005128
# IC: -0.001071
# WinRate: 0.531646
# MDD: -0.318029
# Skewness: -0.649953
# Kurtosis: 2.681486
# Turnover: 2.000000
# TotalReturn: 0.058906
# Volatility: 0.582186
# TotalDays: 79
#
Date,LongReturn,LongCount,FactorReturn,LongReturn_Net,CumulativeReturn,RollingSharpe,RollingVolatility,RollingCAGR,RollingWinRate,RollingMDD
2001-09-28,0.024335750969664244,55,0.024335750969664244,0.023335750969664244,0.023335750969664337,,,,,
2002-01-04,0.015305408524221728,45,0.015305408524221728,0.014305408524221727,0.037974986944726785,,,,,
2002-08-16,0.009389638286138544,19,0.009389638286138544,0.008389638286138545,0.0466832216352524,,,,,
2004-01-02,-0.009762205520425185,50,-0.009762205520425185,-0.010762205520425186,0.035418601689233054,,,,,
2004-01-09,0.0025661888157726695,58,0.0025661888157726695,0.0015661888157726695,0.03704026272284189,,,,,
2004-02-27,0.019179349712240164,57,0.019179349712240164,0.018179349712240164,0.05589298032455381,,,,,
2006-03-24,-0.0059379810671895145,64,-0.0059379810671895145,-0.0069379810671895146,0.04856721481808379,,,,,
2006-05-26,0.005285246686842804,61,0.005285246686842804,0.004285246686842804,0.05306058400131497,,,,,
2006-09-08,-0.016589712154716725,65,-0.016589712154716725,-0.017589712154716726,0.0345375514472539,,,,,
2007-03-09,0.02635948602353638,47,0.02635948602353638,0.025359486023536378,0.060772892024004044,,,,,
2007-08-03,-0.04378763748965527,48,-0.04378763748965527,-0.04478763748965527,0.01326338027717977,,,,,
2007-09-28,0.004467103090528086,46,0.004467103090528086,0.003467103090528086,0.016776468874457606,,,,,
2008-01-18,-0.048941816609803505,36,-0.048941816609803505,-0.049941816609803506,-0.03400319506723404,,,,,
2008-03-20,0.03879970859298665,55,0.03879970859298665,0.03779970859298665,0.0025112026609805937,,,,,
2008-04-25,0.011200904356416153,40,0.011200904356416153,0.010200904356416154,0.01273772355556102,,,,,
2008-09-05,-0.03461557455830371,59,-0.03461557455830371,-0.03561557455830371,-0.023331512345738825,,,,,
2008-10-10,-0.1372197550753806,33,-0.1372197550753806,-0.1382197550753806,-0.15832639149915317,,,,,
2008-10-17,-0.10155447962596356,41,-0.10155447962596356,-0.10255447962596356,-0.24464379043386453,,,,,
2008-11-07,-0.041284764408656055,35,-0.041284764408656055,-0.042284764408656056,-0.27658384979998396,,,,,
2008-12-05,0.10439023960468194,39,0.10439023960468194,0.10339023960468194,-0.20178968069690773,,,,,
2009-01-09,-0.03137112873076242,35,-0.03137112873076242,-0.03237112873076242,-0.22762864969729113,,,,,
2009-02-20,-0.048497558021097106,39,-0.048497558021097106,-0.04949755802109711,-0.2658591454227326,,,,,
2009-07-24,0.0349917969502665,56,0.0349917969502665,0.0339917969502665,-0.24090437856104696,,,,,
2009-10-09,0.030412546147313087,68,0.030412546147313087,0.029412546147313087,-0.21857744356525044,,,,,
2010-05-14,-0.005354360122910078,52,-0.005354360122910078,-0.006354360122910078,-0.22354288389700194,,,,,
2010-05-28,0.01776138228404307,36,0.01776138228404307,0.01676138228404307,-0.21052838934683393,,,,,
2010-06-18,0.029619513879490526,67,0.029619513879490526,0.028619513879490525,-0.187934095628282,,,,,
2010-06-25,-0.02106367800830284,58,-0.02106367800830284,-0.02206367800830284,-0.20585125626386092,,,,,
2010-07-09,0.049202369615848195,68,0.049202369615848195,0.048202369615848194,-0.16757140498833,,,,,
2010-07-16,-0.0029114488882115027,37,-0.0029114488882115027,-0.003911448888211502,-0.1708274068908039,,,,,
2011-02-25,0.005773521349906651,67,0.005773521349906651,0.004773521349906651,-0.1668693338148396,,,,,
2011-08-12,0.08661748649801349,43,0.08661748649801349,0.08561748649801348,-0.09553878025165063,,,,,
2011-09-23,-0.06345079523100322,70,-0.06345079523100322,-0.06445079523100322,-0.1538320251200349,,,,,
2011-10-07,0.05512470719218176,41,0.05512470719218176,0.05412470719218176,-0.10803343124425535,,,,,
2011-12-30,-0.004440090944945126,58,-0.004440090944945126,-0.005440090944945126,-0.11288581049813728,,,,,
2012-01-06,-0.00022854914142768096,69,-0.00022854914142768096,-0.001228549141427681,-0.1139756738739981,,,,,
2014-01-03,-0.0020684304151393287,78,-0.0020684304151393287,-0.0030684304151393288,-0.1166943778648365,,,,,
2014-01-31,0.015214376409180582,74,0.015214376409180582,0.014214376409180583,-0.10413873926746176,,,,,
2014-02-28,-0.007258356038050829,39,-0.007258356038050829,-0.008258356038050828,-0.11153708051928812,,,,,
2014-05-30,0.0025964000512936156,79,0.0025964000512936156,0.0015964000512936156,-0.11011873826905672,,,,,
2014-10-17,0.018460979149463968,81,0.018460979149463968,0.017460979149463967,-0.09458054011247397,,,,,
2014-11-07,0.005401900848615682,77,0.005401900848615682,0.004401900848615682,-0.09059497342364198,,,,,
2014-12-05,0.026552442332133906,66,0.026552442332133906,0.025552442332133905,-0.06735745392549697,,,,,
2015-01-02,-0.01597681955658643,79,-0.01597681955658643,-0.01697681955658643,-0.08319075814099919,,,,,
2015-03-20,0.013831404882968629,82,0.013831404882968629,0.01283140488296863,-0.07142680755825892,,,,,
2015-08-28,0.04667149996867777,47,0.04667149996867777,0.04567149996867777,-0.029017477028740912,,,,,
2015-10-16,0.0016419887680005948,55,0.0016419887680005948,0.0006419887680005948,-0.028394117155068344,,,,,
2015-12-31,-0.003613355063884224,65,-0.003613355063884224,-0.004613355063884224,-0.032876480074790715,,,,,
