# Performance Metrics for alpha049
# CAGR: 0.572853
# SharpeRatio: 1.479765
# SortinoRatio: 0.008007
# IC: 0.003169
# WinRate: 0.559733
# MDD: -0.617606
# Skewness: 0.263949
# Kurtosis: 6.538138
# Turnover: 2.000000
# TotalReturn: 7.595460
# Volatility: 0.596355
# TotalDays: 1197
#
Date,LongReturn,LongCount,FactorReturn,LongReturn_Net,CumulativeReturn,RollingSharpe,RollingVolatility,RollingCAGR,RollingWinRate,RollingMDD
2000-01-07,0.017332532155156535,28,0.017332532155156535,0.016332532155156534,0.01633253215515662,,,,,
2000-01-14,0.026125987852622826,27,0.026125987852622826,0.025125987852622825,0.041868891012312615,,,,,
2000-01-21,0.038494370648111335,27,0.038494370648111335,0.037494370648111335,0.08093310937866494,,,,,
2000-01-28,-0.030951487118213487,27,-0.030951487118213487,-0.03195148711821349,0.04639568905870206,,,,,
2000-02-04,0.07995743188144873,28,0.07995743188144873,0.07895743188144873,0.12901640539859627,,,,,
2000-02-11,0.0008108749573855597,49,0.0008108749573855597,-0.00018912504261444035,0.1288028801228127,,,,,
2000-02-18,0.01708356377311071,37,0.01708356377311071,0.01608356377311071,0.14695805323253897,,,,,
2000-02-25,0.07647928225217558,12,0.07647928225217558,0.07547928225217558,0.23352962386388354,,,,,
2000-03-03,0.04767980012930162,9,0.04767980012930162,0.04667980012930162,0.2911105401594223,,,,,
2000-03-10,-0.02016301288861051,38,-0.02016301288861051,-0.02116301288861051,0.26378675115740746,,,,,
2000-03-17,-0.11993179469710791,13,-0.11993179469710791,-0.12093179469710791,0.1109547512255149,,,,,
2000-03-24,0.13915142178200107,10,0.13915142178200107,0.13815142178200107,0.2644347296427889,,,,,
2000-03-31,0.03778164902438178,9,0.03778164902438178,0.03678164902438178,0.3109427240827489,,,,,
2000-04-07,0.09462392579851067,21,0.09462392579851067,0.09362392579851067,0.43367832840836984,,,,,
2000-04-14,-0.23213712866007877,10,-0.23213712866007877,-0.23313712866007877,0.099434679501061,,,,,
2000-04-20,0.0875908345650045,1,0.0875908345650045,0.08659083456500449,0.19463564594876592,,,,,
2000-04-28,-0.015091745032094761,4,-0.015091745032094761,-0.016091745032094762,0.17541187372790645,,,,,
2000-05-05,-0.0063889865559883996,28,-0.0063889865559883996,-0.0073889865559884,0.16672677119518187,,,,,
2000-05-12,-0.0942414266948893,20,-0.0942414266948893,-0.0952414266948893,0.05560604894343113,,,,,
2000-05-19,-0.005145365710026661,2,-0.005145365710026661,-0.0061453657100266615,0.04911896372695734,,,,,
2000-06-02,-0.0441175289710789,1,-0.0441175289710789,-0.0451175289710789,0.001785308486898174,,,,,
2000-06-09,0.04916096858425584,12,0.04916096858425584,0.04816096858425584,0.05003225925710475,,,,,
2000-06-16,0.019878375488875194,20,0.019878375488875194,0.018878375488875193,0.06985516252279234,,,,,
2000-06-23,-0.03046016203969996,3,-0.03046016203969996,-0.03146016203969996,0.03619734575081579,,,,,
2000-07-07,0.01787778939965931,4,0.01787778939965931,0.01687778939965931,0.05368606632888384,,,,,
2000-07-14,0.050693634407301125,33,0.050693634407301125,0.049693634407301124,0.10604755648909858,,,,,
2000-07-21,-0.001848254443397254,36,-0.001848254443397254,-0.002848254443397254,0.10289725162171992,,,,,
2000-07-28,-0.057353798240863285,8,-0.057353798240863285,-0.058353798240863286,0.0385390079201835,,,,,
2000-08-04,0.0326442934945641,1,0.0326442934945641,0.0316442934945641,0.07140284109236328,,,,,
2000-08-11,-0.010305075285064962,51,-0.010305075285064962,-0.011305075285064962,0.059290551313181616,,,,,
2000-08-18,0.004714125012476067,30,0.004714125012476067,0.0037141250124760666,0.06322488884529354,,,,,
2000-08-25,0.033970325629145925,8,0.033970325629145925,0.032970325629145925,0.09827975964753555,,,,,
2000-09-01,0.0971542450087226,4,0.0971542450087226,0.0961542450087226,0.2038840207448056,,,,,
2000-09-08,-0.00874124722929459,16,-0.00874124722929459,-0.009741247229294592,0.19215668886333326,,,,,
2000-09-15,0.006298030415935872,48,0.006298030415935872,0.005298030415935872,0.19847277126149243,,,,,
2000-09-22,0.001109598558427997,6,0.001109598558427997,0.00010959855842799702,0.19860412214953804,,,,,
2000-09-29,0.01625929976022284,9,0.01625929976022284,0.01525929976022284,0.21689398174325647,,,,,
2000-10-06,-0.07386059497055644,20,-0.07386059497055644,-0.07486059497055644,0.12579657425386692,,,,,
2000-10-13,-0.021614616874631953,6,-0.021614616874631953,-0.022614616874631954,0.10033711604834261,,,,,
2000-10-20,0.0480177025659177,6,0.0480177025659177,0.047017702565917696,0.15207243929294334,,,,,
2000-10-27,-0.08385241948144362,9,-0.08385241948144362,-0.08485241948144362,0.05431630540104848,,,,,
2000-11-03,0.06179505637685465,37,0.06179505637685465,0.06079505637685465,0.11841352462694243,,,,,
2000-11-10,-0.09222756623159244,41,-0.09222756623159244,-0.09322756623159244,0.01414655368547546,,,,,
2000-11-17,-0.04597359084241348,12,-0.04597359084241348,-0.04697359084241348,-0.033491551581589785,,,,,
2000-11-24,-0.027200927800903718,4,-0.027200927800903718,-0.02820092780090372,-0.060747986554400835,,,,,
2000-12-01,-0.13587060783591892,5,-0.13587060783591892,-0.13687060783591892,-0.18930398054581077,,,,,
2000-12-08,0.13580845206848016,11,0.13580845206848016,0.13480845206848016,-0.08001530506511301,,,,,
2000-12-15,-0.05149707724482278,50,-0.05149707724482278,-0.05249707724482278,-0.12831181265916447,,,,,
2000-12-22,-0.11938089886334993,11,-0.11938089886334993,-0.12038089886334993,-0.23324642017981845,,,,,
2001-01-05,-0.013358971310531292,28,-0.013358971310531292,-0.014358971310531293,-0.24425621283470367,,,,,
2001-01-12,0.04378302289859708,11,0.04378302289859708,0.04278302289859708,-0.21192320908293838,,,,,
2001-01-19,-0.023897163905309937,1,-0.023897163905309937,-0.024897163905309938,-0.23154408611637112,,,,,
2001-01-26,0.02437864966080878,5,0.02437864966080878,0.02337864966080878,-0.21357862452590903,,,,,
2001-02-02,0.01549650995924654,29,0.01549650995924654,0.014496509959246541,-0.20217825922418453,,,,,
2001-02-09,-0.03923729677698095,54,-0.03923729677698095,-0.04023729677698095,-0.2342804493829086,,,,,
2001-02-16,-0.06521752106496015,1,-0.06521752106496015,-0.06621752106496015,-0.2849844998557477,,,,,
2001-02-23,0.009293692615205407,2,0.009293692615205407,0.008293692615205406,-0.27905438108244396,,,,,
2001-03-02,-0.10943592096418005,5,-0.10943592096418005,-0.11043592096418005,-0.35867267447269513,,,,,
2001-03-16,-0.020684273625721897,29,-0.020684273625721897,-0.0216842736257219,-0.37257939168308163,,,,,
2001-03-23,-0.05531940693961157,1,-0.05531940693961157,-0.05631940693961157,-0.40791534824518083,,,,,
2001-03-30,-0.034636315501999304,7,-0.034636315501999304,-0.035636315501999305,-0.429015063699007,,,,,
2001-04-06,-0.03885201391227834,23,-0.03885201391227834,-0.03985201391227834,-0.4517699633241755,,,,,
2001-04-12,0.14272433989403924,39,0.14272433989403924,0.14172433989403924,-0.3740724232662094,,,,,
2001-04-20,0.2670827810343307,8,0.2670827810343307,0.2660827810343307,-0.20752387292280294,,,,,
2001-04-27,0.009128380317444326,23,0.009128380317444326,0.008128380317444325,-0.20108232556942418,,,,,
2001-05-04,0.023079579338071924,27,0.023079579338071924,0.022079579338071923,-0.1834425593922464,,,,,
2001-05-11,-0.05863872596611669,2,-0.05863872596611669,-0.05963872596611669,-0.23214100482824573,,,,,
2001-05-18,0.16241766599110724,5,0.16241766599110724,0.16141766599110724,-0.10819499801734422,,,,,
2001-05-25,-0.004750699791979362,33,-0.004750699791979362,-0.005750699791979362,-0.11332350085673204,,,,,
2001-06-01,-0.02899779275775281,21,-0.02899779275775281,-0.02999779275775281,-0.13992183872120156,,,,,
2001-06-15,-0.027320740333159343,4,-0.027320740333159343,-0.028320740333159344,-0.1642798889929996,,,,,
2001-06-22,-0.06553028663765736,3,-0.06553028663765736,-0.06653028663765737,-0.21988058752715023,,,,,
2001-06-29,-0.004242022952736457,3,-0.004242022952736457,-0.005242022952736457,-0.22396999139320817,,,,,
2001-07-06,-0.044140813528079026,29,-0.044140813528079026,-0.04514081352807903,-0.259000617303921,,,,,
2001-07-13,0.01133060814543395,28,0.01133060814543395,0.010330608145433951,-0.2513456430452793,,,,,
2001-07-20,0.053822479020596115,3,0.053822479020596115,0.052822479020596114,-0.21179986398136075,,,,,
2001-07-27,0.06720351633116317,4,0.06720351633116317,0.06620351633116317,-0.1596182434042257,,,,,
2001-08-03,-0.0007410049617992231,50,-0.0007410049617992231,-0.0017410049617992232,-0.1610813522122645,,,,,
2001-08-10,-0.013369437043932621,46,-0.013369437043932621,-0.01436943704393262,-0.17313614090663154,,,,,
2001-08-17,-0.021494059851786318,1,-0.021494059851786318,-0.02249405985178632,-0.1917356660423568,,,,,
2001-08-24,-0.08074364210619256,1,-0.08074364210619256,-0.08174364210619256,-0.2578061364845905,,,,,
2001-08-31,-0.03764986132646061,35,-0.03764986132646061,-0.03864986132646061,-0.28649182638681114,,,,,
2001-09-07,-0.1241130498369219,4,-0.1241130498369219,-0.1251130498369219,-0.37576101007112916,,,,,
2001-09-21,0.1485147706812675,1,0.1485147706812675,0.1475147706812675,-0.2836765386214658,,,,,
2001-10-05,0.06358080608056836,29,0.06358080608056836,0.06258080608056836,-0.23884843899397423,,,,,
2001-10-12,0.0706173201405515,29,0.0706173201405515,0.0696173201405515,-0.18585910709593723,,,,,
2001-10-19,-0.011205380520766133,32,-0.011205380520766133,-0.012205380520766133,-0.19579600649134765,,,,,
